Action,Target,Timestamp,x_Coordinates,y_Coordinates,browser,browserVersion,microtime,scrnwidth,scrnheight,ipAddress,inputValue,url,starttime,endtime,ctrl,alt,shift,meta,X,Y,scrnheigthipAddress
mousemove,Page,2024-01-18T06:25:55.994Z,36.0,2.0,Chrome,120.0.0.0,701.0,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T06:25:55.994Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:55.293Z,,,Chrome,120.0.0.0,3209.5,1536,864.0,,,,2024-01-18T06:25:54.871Z,2024-01-18T11:55:55.293Z,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:59.497Z,,,Chrome,120.0.0.0,2204.199999809265,1536,864.0,,,,2024-01-18T06:25:58.899Z,2024-01-18T11:55:59.497Z,False,False,False,False,,,
mousemove,flex-container,2024-01-18T06:25:58.065Z,306.0,231.0,Chrome,120.0.0.0,772.6999998092651,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:58.065Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:25:57.396Z,0.0,236.8000030517578,Chrome,120.0.0.0,104.09999990463255,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:57.397Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:57.292Z,,,Chrome,120.0.0.0,1998.900000095368,1536,864.0,,,,2024-01-18T06:25:55.994Z,2024-01-18T11:55:57.292Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:25:55.994Z,36.0,2.0,Chrome,120.0.0.0,701.0,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T06:25:55.994Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:55.293Z,,,Chrome,120.0.0.0,3209.5,1536,864.0,,,,2024-01-18T06:25:54.871Z,2024-01-18T11:55:55.293Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:08.866Z,,,Chrome,120.0.0.0,5278.800000190735,1536,864.0,,,,2024-01-18T08:06:07.928Z,2024-01-18T13:36:08.866Z,False,False,False,False,,,
click,search_input,2024-01-18T08:06:07.754Z,,,Chrome,120.0.0.0,4167.099999904633,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:07.928Z,,False,False,False,False,46.0,96.0,
mousemove,search_input,2024-01-18T08:06:07.343Z,,,Chrome,120.0.0.0,3755.900000095368,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:07.928Z,,False,False,False,False,46.0,96.0,
zoom,Page,2024-01-18T08:06:06.647Z,,,Chrome,120.0.0.0,3059.599999904633,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:06.647Z,,False,False,False,False,398.0,292.0,
click,Page,2024-01-18T06:40:41.884Z,666.0,130.0,Chrome,120.0.0.0,8357.700000286102,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.884Z,,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:03.587Z,,,Chrome,120.0.0.0,2556.5,1536,864.0,,,,2024-01-18T08:06:03.163Z,2024-01-18T13:36:03.587Z,False,False,False,False,,,
click,Page,2024-01-18T06:40:41.884Z,666.0,130.0,Chrome,120.0.0.0,8357.700000286102,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.884Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:40:41.827Z,,,Chrome,120.0.0.0,8299.900000095367,1536,864.0,,,,2024-01-18T06:40:41.402Z,2024-01-18T12:10:41.827Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:41.402Z,666.0,130.0,Chrome,120.0.0.0,7875.300000190735,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.402Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:41.279Z,668.0,130.0,Chrome,120.0.0.0,7752.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.402Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:35.570Z,576.0,133.0,Chrome,120.0.0.0,2043.7000002861023,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:35.570Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:35.512Z,576.0,134.0,Chrome,120.0.0.0,1984.900000095368,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:35.570Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:01.413Z,669.0,120.0,Chrome,120.0.0.0,2883.300000190735,1536,864.0,Unknown,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:02.047Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:35.186Z,606.0,154.0,Chrome,120.0.0.0,1659.7000002861023,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:35.570Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:01.413Z,669.0,120.0,Chrome,120.0.0.0,2883.300000190735,1536,864.0,Unknown,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:02.047Z,,False,False,False,False,,,
click,Page,2024-01-18T06:37:26.093Z,672.0,130.0,Chrome,120.0.0.0,2647.2999997138977,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:37:26.093Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:40:01.990Z,,,Chrome,120.0.0.0,3459.9000000953674,1536,864.0,,,,2024-01-18T06:40:01.628Z,2024-01-18T12:10:01.990Z,False,False,False,False,,,
click,Page,2024-01-18T06:37:26.093Z,672.0,130.0,Chrome,120.0.0.0,2647.2999997138977,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:37:26.093Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:37:25.623Z,672.0,130.0,Chrome,120.0.0.0,2177.599999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:37:26.093Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:34:28.994Z,,,Chrome,120.0.0.0,5743.10000038147,1536,864.0,,,,2024-01-18T06:34:28.417Z,2024-01-18T12:04:28.993Z,False,False,False,False,,,
session_end,Page,2024-01-18T06:37:26.034Z,,,Chrome,120.0.0.0,2588.4000000953674,1536,864.0,,,,2024-01-18T06:37:25.623Z,2024-01-18T12:07:26.034Z,False,False,False,False,,,
session_end,Page,2024-01-18T06:34:28.994Z,,,Chrome,120.0.0.0,5743.10000038147,1536,864.0,,,,2024-01-18T06:34:28.417Z,2024-01-18T12:04:28.993Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:28.417Z,662.0,128.0,Chrome,120.0.0.0,5166.700000286102,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/#,2024-01-18T06:34:28.417Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:34:26.738Z,0.0,0.0,Chrome,120.0.0.0,3487.6000003814697,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/#,2024-01-18T06:34:26.738Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:26.286Z,567.0,127.0,Chrome,120.0.0.0,3035.6000003814697,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:26.286Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:25.870Z,539.0,130.0,Chrome,120.0.0.0,2619.300000190735,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:25.870Z,,False,False,False,False,,,
zoom,flex-container,2024-01-18T06:34:24.817Z,539.0,269.0,Chrome,120.0.0.0,1566.9000000953674,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:24.817Z,,False,False,False,False,,,
mousemove,flex-container,2024-01-18T06:34:23.871Z,539.0,269.0,Chrome,120.0.0.0,620.4000000953674,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:23.871Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:34:23.351Z,10.239999771118164,476.7999877929688,Chrome,120.0.0.0,100.40000009536745,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:23.351Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:34:23.250Z,,,Chrome,120.0.0.0,4779.099999904633,1536,864.0,,,,2024-01-18T06:34:19.681Z,2024-01-18T12:04:23.250Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:19.681Z,45.0,2.0,Chrome,120.0.0.0,1210.2999997138977,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T06:34:19.681Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:34:18.470Z,,,Chrome,120.0.0.0,8734.5,1536,864.0,,,,2024-01-18T06:34:17.844Z,2024-01-18T12:04:18.470Z,False,False,False,False,,,
scroll,Page,2024-01-18T06:34:17.240Z,10.239999771118164,476.7999877929688,Chrome,120.0.0.0,7504.699999809265,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:17.844Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:34:15.984Z,10.239999771118164,623.3599853515625,Chrome,120.0.0.0,6248.099999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:15.984Z,,False,False,False,False,,,
zoom,Page,2024-01-18T06:34:15.192Z,305.0,366.0,Chrome,120.0.0.0,5456.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:15.984Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:14.348Z,305.0,366.0,Chrome,120.0.0.0,4612.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:15.984Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:34:14.221Z,306.0,365.0,Chrome,120.0.0.0,4485.300000190735,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:15.984Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:34:12.796Z,0.0,186.2400054931641,Chrome,120.0.0.0,3060.599999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:12.796Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:26:01.525Z,0.0,236.8000030517578,Chrome,120.0.0.0,89.80000019073486,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.378Z,215.0,161.0,Chrome,120.0.0.0,942.5999999046326,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.461Z,216.0,160.0,Chrome,120.0.0.0,1025.5999999046326,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.706Z,381.0,62.0,Chrome,120.0.0.0,1270.9000000953674,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:03.071Z,504.0,7.0,Chrome,120.0.0.0,1636.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,flex-container,2024-01-18T06:34:11.728Z,608.0,468.0,Chrome,120.0.0.0,1992.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:34:11.728Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:26:01.525Z,0.0,236.8000030517578,Chrome,120.0.0.0,89.80000019073486,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.378Z,215.0,161.0,Chrome,120.0.0.0,942.5999999046326,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.461Z,216.0,160.0,Chrome,120.0.0.0,1025.5999999046326,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:02.706Z,381.0,62.0,Chrome,120.0.0.0,1270.9000000953674,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:26:03.071Z,504.0,7.0,Chrome,120.0.0.0,1636.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:26:03.071Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:59.497Z,,,Chrome,120.0.0.0,2204.199999809265,1536,864.0,,,,2024-01-18T06:25:58.899Z,2024-01-18T11:55:59.497Z,False,False,False,False,,,
mousemove,flex-container,2024-01-18T06:25:58.065Z,306.0,231.0,Chrome,120.0.0.0,772.6999998092651,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:58.065Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:25:57.396Z,0.0,236.8000030517578,Chrome,120.0.0.0,104.09999990463255,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:57.397Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:57.292Z,,,Chrome,120.0.0.0,1998.900000095368,1536,864.0,,,,2024-01-18T06:25:55.994Z,2024-01-18T11:55:57.292Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:25:55.994Z,36.0,2.0,Chrome,120.0.0.0,701.0,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T06:25:55.994Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:55.293Z,,,Chrome,120.0.0.0,3209.5,1536,864.0,,,,2024-01-18T06:25:54.871Z,2024-01-18T11:55:55.293Z,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:59.497Z,,,Chrome,120.0.0.0,2204.199999809265,1536,864.0,,,,2024-01-18T06:25:58.899Z,2024-01-18T11:55:59.497Z,False,False,False,False,,,
mousemove,flex-container,2024-01-18T06:25:58.065Z,306.0,231.0,Chrome,120.0.0.0,772.6999998092651,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:58.065Z,,False,False,False,False,,,
scroll,Page,2024-01-18T06:25:57.396Z,0.0,236.8000030517578,Chrome,120.0.0.0,104.09999990463255,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:25:57.397Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:57.292Z,,,Chrome,120.0.0.0,1998.900000095368,1536,864.0,,,,2024-01-18T06:25:55.994Z,2024-01-18T11:55:57.292Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:25:55.994Z,36.0,2.0,Chrome,120.0.0.0,701.0,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T06:25:55.994Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:25:55.293Z,,,Chrome,120.0.0.0,3209.5,1536,864.0,,,,2024-01-18T06:25:54.871Z,2024-01-18T11:55:55.293Z,False,False,False,False,,,
zoom,Page,2024-01-18T15:05:21.545Z,,,Chrome,120.0.0.0,29190.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:22.545Z,,False,False,False,False,186.0,443.0,
scroll,Page,2024-01-18T15:05:21.490Z,,,Chrome,120.0.0.0,29135.09999990464,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:22.545Z,,False,False,False,False,0.0,162.55999755859375,
mousemove,Page,2024-01-18T15:05:21.059Z,,,Chrome,120.0.0.0,28703.59999990464,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:22.344Z,,False,False,False,False,186.0,443.0,
mousemove,Page,2024-01-18T15:05:20.492Z,,,Chrome,120.0.0.0,28137.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:21.059Z,,False,False,False,False,236.0,307.0,
mousemove,flex-container,2024-01-18T15:05:10.525Z,,,Chrome,120.0.0.0,18170.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:10.525Z,,False,False,False,False,686.0,439.0,
mousemove,flex-container,2024-01-18T15:05:10.148Z,,,Chrome,120.0.0.0,17792.699999809265,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:10.525Z,,False,False,False,False,686.0,439.0,
zoom,Page,2024-01-18T15:05:07.994Z,,,Chrome,120.0.0.0,15639.299999713898,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:07.994Z,,False,False,False,False,633.0,446.0,
mousemove,Page,2024-01-18T15:05:07.381Z,,,Chrome,120.0.0.0,15026.299999713898,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:07.382Z,,False,False,False,False,633.0,446.0,
zoom,Page,2024-01-18T15:05:06.708Z,,,Chrome,120.0.0.0,14353.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:06.708Z,,False,False,False,False,547.0,446.0,
zoom,Page,2024-01-18T15:05:06.157Z,,,Chrome,120.0.0.0,13801.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:05:06.157Z,,False,False,False,False,547.0,446.0,
scroll,Page,2024-01-18T15:04:58.823Z,,,Chrome,120.0.0.0,6468.099999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:58.823Z,,False,False,False,False,0.0,819.8400268554688,
scroll,Page,2024-01-18T15:04:58.609Z,,,Chrome,120.0.0.0,6253.39999961853,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:58.823Z,,False,False,False,False,0.0,837.760009765625,
scroll,Page,2024-01-18T15:04:58.142Z,,,Chrome,120.0.0.0,5786.89999961853,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:58.823Z,,False,False,False,False,0.0,1122.56005859375,
scroll,Page,2024-01-18T15:04:57.843Z,,,Chrome,120.0.0.0,5488.199999809265,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:58.142Z,,False,False,False,False,0.0,1048.9599609375,
scroll,Page,2024-01-18T15:04:57.171Z,,,Chrome,120.0.0.0,4816.099999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:57.171Z,,False,False,False,False,0.0,1663.3599853515625,
scroll,Page,2024-01-18T15:04:54.244Z,,,Chrome,120.0.0.0,1888.3999996185305,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:54.244Z,,False,False,False,False,0.0,288.0,
mousemove,Page,2024-01-18T10:12:53.096Z,,,Chrome,120.0.0.0,5565.099999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:54.096Z,,False,False,False,False,668.0,137.0,
mousemove,Page,2024-01-18T15:04:53.569Z,,,Chrome,120.0.0.0,1214.1999998092651,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T15:04:54.244Z,,False,False,False,False,547.0,445.0,
mousemove,Page,2024-01-18T10:12:53.096Z,,,Chrome,120.0.0.0,5565.099999904633,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:54.096Z,,False,False,False,False,668.0,137.0,
mousemove,Page,2024-01-18T10:12:52.881Z,,,Chrome,120.0.0.0,5349.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:54.096Z,,False,False,False,False,668.0,139.0,
mousemove,Page,2024-01-18T10:12:52.619Z,,,Chrome,120.0.0.0,5087.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:54.096Z,,False,False,False,False,669.0,140.0,
mousemove,Page,2024-01-18T10:12:52.261Z,,,Chrome,120.0.0.0,4730.400000095367,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:54.096Z,,False,False,False,False,690.0,133.0,
session_end,Page,2024-01-18T10:12:54.049Z,,,Chrome,120.0.0.0,6517.599999904633,1536,864.0,,,,2024-01-18T10:12:53.557Z,2024-01-18T15:42:54.049Z,False,False,False,False,,,
scroll,Page,2024-01-18T10:12:49.864Z,,,Chrome,120.0.0.0,2333.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:53.180Z,,False,False,False,False,0.0,267.5199890136719,
click,Page,2024-01-18T08:15:35.068Z,,,Chrome,120.0.0.0,2019.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:15:35.068Z,,False,False,False,False,656.0,121.0,
mousemove,Page,2024-01-18T10:12:49.236Z,,,Chrome,120.0.0.0,1705.0999999046326,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T10:12:49.864Z,,False,False,False,False,488.0,453.0,
click,Page,2024-01-18T08:15:35.068Z,,,Chrome,120.0.0.0,2019.5,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:15:35.068Z,,False,False,False,False,656.0,121.0,
mousemove,Page,2024-01-18T08:15:34.517Z,,,Chrome,120.0.0.0,1468.6000003814695,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:15:35.068Z,,False,False,False,False,656.0,121.0,
mousemove,Page,2024-01-18T08:15:34.231Z,,,Chrome,120.0.0.0,1183.3000001907349,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:15:35.068Z,,False,False,False,False,614.0,73.0,
session_end,Page,2024-01-18T08:06:15.959Z,,,Chrome,120.0.0.0,7093.199999809265,1536,864.0,,,,2024-01-18T08:06:14.864Z,2024-01-18T13:36:15.959Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:47.468Z,,,Chrome,120.0.0.0,2063.5,1536,864.0,,,,2024-01-18T08:06:47.028Z,2024-01-18T13:36:47.468Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:15:35.018Z,,,Chrome,120.0.0.0,1969.6000003814693,1536,864.0,,,,2024-01-18T08:15:34.517Z,2024-01-18T13:45:35.018Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:15.959Z,,,Chrome,120.0.0.0,7093.199999809265,1536,864.0,,,,2024-01-18T08:06:14.864Z,2024-01-18T13:36:15.959Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:47.468Z,,,Chrome,120.0.0.0,2063.5,1536,864.0,,,,2024-01-18T08:06:47.028Z,2024-01-18T13:36:47.468Z,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:15.959Z,,,Chrome,120.0.0.0,7093.199999809265,1536,864.0,,,,2024-01-18T08:06:14.864Z,2024-01-18T13:36:15.959Z,False,False,False,False,,,
scroll,Page,2024-01-18T08:06:08.987Z,,,Chrome,120.0.0.0,120.90000009536745,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:06:10.239Z,,False,False,False,False,0.0,1125.760009765625,
mousemove,flex-item,2024-01-18T08:06:09.725Z,,,Chrome,120.0.0.0,859.4000000953674,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T08:06:10.239Z,,False,False,False,False,562.0,305.0,
session_end,Page,2024-01-18T08:06:08.866Z,,,Chrome,120.0.0.0,5278.800000190735,1536,864.0,,,,2024-01-18T08:06:07.928Z,2024-01-18T13:36:08.866Z,False,False,False,False,,,
click,search_input,2024-01-18T08:06:07.754Z,,,Chrome,120.0.0.0,4167.099999904633,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:07.928Z,,False,False,False,False,46.0,96.0,
mousemove,search_input,2024-01-18T08:06:07.343Z,,,Chrome,120.0.0.0,3755.900000095368,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:07.928Z,,False,False,False,False,46.0,96.0,
zoom,Page,2024-01-18T08:06:06.647Z,,,Chrome,120.0.0.0,3059.599999904633,1536,864.0,125.17.69.18,"('',)",http://127.0.0.1:5001/map,2024-01-18T08:06:06.647Z,,False,False,False,False,398.0,292.0,
click,Page,2024-01-18T06:40:41.884Z,666.0,130.0,Chrome,120.0.0.0,8357.700000286102,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.884Z,,False,False,False,False,,,
session_end,Page,2024-01-18T08:06:03.587Z,,,Chrome,120.0.0.0,2556.5,1536,864.0,,,,2024-01-18T08:06:03.163Z,2024-01-18T13:36:03.587Z,False,False,False,False,,,
click,Page,2024-01-18T06:40:41.884Z,666.0,130.0,Chrome,120.0.0.0,8357.700000286102,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.884Z,,False,False,False,False,,,
session_end,Page,2024-01-18T06:40:41.827Z,,,Chrome,120.0.0.0,8299.900000095367,1536,864.0,,,,2024-01-18T06:40:41.402Z,2024-01-18T12:10:41.827Z,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:41.402Z,666.0,130.0,Chrome,120.0.0.0,7875.300000190735,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.402Z,,False,False,False,False,,,
mousemove,Page,2024-01-18T06:40:41.279Z,668.0,130.0,Chrome,120.0.0.0,7752.0,1536,864.0,125.17.69.18,"(None,)",http://127.0.0.1:5001/,2024-01-18T06:40:41.402Z,,False,False,False,False,,,
